Step | IdNextCity | Distance
86 | 2677 | 0.1700000000000042
87 | 4462 | 0.06403124237433018
88 | 5537 | 0.060000000000002274
89 | 2628 | 0.09219544457292517
90 | 466 | 0.08602325267042485
91 | 659 | 0.10000000000000853
92 | 4799 | 0.12649110640673472
93 | 5985 | 0.11045361017187186
94 | 5437 | 0.10295630140987505
95 | 606 | 0.13000000000000583
96 | 4424 | 0.050990195135926064
97 | 2894 | 0.11180339887498948
98 | 4314 | 0.16124515496597064
99 | 121 | 0.05
100 | 524 | 0.0984885780179667
101 | 2779 | 0.08944271909998967
102 | 1733 | 0.10816653826392378
103 | 1466 | 0.14560219778561068
104 | 35 | 0.21189620100417134
105 | 4570 | 0.07280109889280437
106 | 2804 | 0.04123105625618219
107 | 2911 | 0.044721359549993255
108 | 5548 | 0.17720045146669433
109 | 487 | 0.058309518948451156
110 | 4236 | 0.03162277660168424
111 | 80 | 0.02236067977500298
112 | 2212 | 0.07211102550928121
113 | 4087 | 0.036055512754642575
114 | 4535 | 0.05656854249491757
115 | 2901 | 0.014142135623723113
116 | 3578 | 0.09219544457293057
117 | 2840 | 0.11704699910720878
118 | 5194 | 0.10049875621120376
119 | 3841 | 0.02236067977499345
120 | 4332 | 0.31048349392519725
121 | 1090 | 0.3984971769034204
122 | 2962 | 0.32984845004941615
123 | 2330 | 0.19416487838947358
124 | 3310 | 0.05000000000000426
125 | 1920 | 0.11401754250990545
126 | 4602 | 0.09433981132057664
127 | 1828 | 0.09999999999999432
128 | 5767 | 0.12529964086141726
129 | 3328 | 0.10000000000000142
130 | 1866 | 0.09055385138137734
131 | 5137 | 0.23345235059857394
132 | 2691 | 0.15264337522473875
133 | 3430 | 0.24738633753705522
134 | 3078 | 0.13892443989449854
135 | 1839 | 0.1431782106327643
136 | 1662 | 0.04123105625617013
137 | 689 | 0.028284271247456274
138 | 3381 | 0.1979898987322341
139 | 1651 | 0.0984885780179667
140 | 4667 | 0.11313708498984519
141 | 5727 | 0.11401754250991354
142 | 5231 | 0.17691806012953626
143 | 3683 | 0.31384709652950527
144 | 4188 | 0.16401219466856454
145 | 292 | 0.1746424919657268
146 | 1361 | 0.33600595232823305
147 | 4422 | 0.26076809620810476
148 | 4340 | 0.11180339887498948
149 | 4238 | 0.2973213749463693
150 | 3657 | 0.12649110640673922
151 | 4 | 0.6338769596696154
152 | 5113 | 0.19026297590440172
153 | 5690 | 0.21840329667840822
154 | 5898 | 0.457930125674214
155 | 5841 | 0.07280109889279752
156 | 540 | 0.1431782106327668
157 | 5793 | 0.18027756377320184
158 | 4851 | 0.06403124237432574
159 | 5890 | 0.12727922061357835
160 | 5846 | 0.041231056256183916
161 | 5864 | 0.2332380757938107
162 | 597 | 0.18439088914585886
163 | 3388 | 0.12165525060596823
164 | 5965 | 0.301496268633624
165 | 2366 | 0.19924858845171806
166 | 4890 | 0.06324555320336174
167 | 4059 | 0.10198039027185632
168 | 5991 | 0.07810249675906647
169 | 1663 | 0.036055512754638634
170 | 1092 | 0.06708203932499306
171 | 1755 | 0.06324555320336848
172 | 1810 | 0.1104536101718725
173 | 443 | 0.08544003745317412
174 | 849 | 0.18384776310849593
175 | 1889 | 0.2785677655436851
176 | 3105 | 0.09486832980504824
177 | 4595 | 0.058309518948451156
178 | 3426 | 0.06708203932499623
179 | 1261 | 0.04123105625618219
180 | 4800 | 0.24738633753706898
181 | 5605 | 0.12999999999999656
182 | 4636 | 0.08544003745318077
183 | 4299 | 0.036055512754638634
184 | 2287 | 0.036055512754638634
185 | 4109 | 0.06403124237432574
186 | 2394 | 0.13152946437965396
187 | 4725 | 0.06324555320337073
188 | 1391 | 0.13601470508735297
189 | 1207 | 0.07071067811865375
190 | 1293 | 0.1300000000000031
191 | 2810 | 0.06082762530297827
192 | 5144 | 0.21470910553583752
193 | 1414 | 0.09486832980504824
194 | 4640 | 0.1300000000000031
195 | 748 | 0.10000000000000853
196 | 5787 | 0.08246211251235058
197 | 2132 | 0.20615528128088026
198 | 3181 | 0.04472135955000279
199 | 404 | 0.1414213562373065
200 | 6012 | 0.6860029154456998
201 | 4542 | 0.11999999999999744
202 | 2645 | 0.03605551275464652
203 | 2097 | 0.09486832980505497
204 | 1794 | 0.18110770276274055
205 | 2413 | 0.04999999999999716
206 | 1520 | 0.044721359549993255
207 | 5955 | 0.10049875621121082
208 | 643 | 0.14560219778561068
209 | 830 | 0.12727922061357835
210 | 2550 | 0.06708203932498988
211 | 3115 | 0.05
212 | 341 | 0.12369316876853449
213 | 3506 | 0.08544003745317162
214 | 5391 | 0.02236067977500298
215 | 5680 | 0.1
216 | 201 | 0.08062257748298444
217 | 3202 | 0.08062257748297916
218 | 4735 | 0.12649110640673022
219 | 999 | 0.09433981132057062
220 | 2814 | 0.04472135954999007
221 | 5334 | 0.09433981132056309
222 | 5058 | 0.09486832980505497
223 | 5355 | 0.0860232526704232
224 | 1386 | 0.07211102550927923
225 | 704 | 0.06403124237432574
226 | 4868 | 0.1303840481040483
227 | 2151 | 0.10198039027185632
228 | 3897 | 0.1799999999999926
229 | 4502 | 0.1
230 | 5940 | 0.07071067811865074
231 | 4165 | 0.13038404810405266
232 | 2376 | 0.12041594578792672
233 | 2614 | 0.13453624047073517
234 | 1601 | 0.13601470508735297
235 | 1445 | 0.11180339887498948
236 | 179 | 0.08544003745317412
237 | 2145 | 0.13038404810405646
238 | 1588 | 0.1
239 | 593 | 0.13038404810404883
240 | 5055 | 0.04472135954999961
241 | 5908 | 0.1118033988749952
242 | 4807 | 0.09055385138136948
243 | 3010 | 0.08544003745317412
244 | 109 | 0.06082762530298528
245 | 4047 | 0.06324555320337073
246 | 5463 | 0.04999999999999716
247 | 87 | 0.07000000000000028
248 | 260 | 0.1063014581273454
249 | 2285 | 0.10440306508910038
250 | 4293 | 0.03162277660168424
251 | 3953 | 0.07280109889280437
252 | 61 | 0.08062257748298444
253 | 3860 | 0.09433981132056686
254 | 2868 | 0.13416407864998928
255 | 1034 | 0.0806225774829818
256 | 4197 | 0.04999999999999431
257 | 722 | 0.09000000000000341
258 | 3407 | 0.03162277660168649
259 | 5345 | 0.058309518948451156
260 | 6025 | 0.12083045973594403
261 | 1573 | 0.06403124237432574
262 | 5852 | 0.10999999999999943
263 | 5447 | 0.04123105625618219
264 | 745 | 0.09433981132056686
265 | 1690 | 0.0640312423743213
266 | 2908 | 0.05385164807134093
267 | 2668 | 0.06708203932498988
268 | 3777 | 0.036055512754638634
269 | 1270 | 0.08944271909998967
270 | 2831 | 0.10295630140987161
271 | 4124 | 0.07000000000000028
272 | 234 | 0.058309518948451156
273 | 2497 | 0.05
274 | 99 | 0.09055385138137734
275 | 2571 | 0.10049875621121082
276 | 2417 | 0.1513274595042216
277 | 400 | 0.07000000000000028
278 | 5236 | 0.08602325267041906
279 | 4172 | 0.07810249675906647
280 | 985 | 0.06324555320337298
281 | 2484 | 0.09219544457292748
282 | 1606 | 0.05099019513593025
283 | 5219 | 0.12041594578791315
284 | 5805 | 0.21999999999999886
285 | 2877 | 0.04123105625617702
286 | 2616 | 0.03162277660168649
287 | 766 | 0.04242640687119446
288 | 3126 | 0.036055512754638634
289 | 2482 | 0.07071067811865074
290 | 4002 | 0.07280109889281315
291 | 4629 | 0.0761577310586398
292 | 2199 | 0.04999999999999431
293 | 5477 | 0.02236067977500298
294 | 3297 | 0.06403124237433572
295 | 958 | 0.01999999999999602
296 | 2249 | 0.02236067977499345
297 | 5467 | 0.050990195135926064
298 | 6091 | 0.1442220510185506
299 | 1322 | 0.0824621125123661
300 | 1770 | 0.13152946437966315
301 | 149 | 0.12529964086141726
302 | 1633 | 0.04242640687118441
303 | 3842 | 0.09219544457293288
304 | 927 | 0.04472135955000279
305 | 40 | 0.07211102550927136
306 | 1469 | 0.10770329614268713
307 | 4415 | 0.1526433752247327
308 | 5930 | 0.04123105625617702
309 | 2419 | 0.11180339887498822
310 | 4372 | 0.12806248474865592
311 | 4025 | 0.09848857801796021
312 | 2670 | 0.04242640687119446
313 | 3691 | 0.11045361017187186
314 | 4813 | 0.12529964086141387
315 | 4295 | 0.13038404810404883
316 | 420 | 0.17029386365926016
317 | 178 | 0.11180339887499584
318 | 1197 | 0.08544003745316912
319 | 3673 | 0.12165525060596355
320 | 1062 | 0.17464249196573045
321 | 386 | 0.104403065089114
322 | 1336 | 0.23194827009486813
323 | 55 | 0.0447213595499869
324 | 1262 | 0.1414213562373065
325 | 1268 | 0.12206555615733429
326 | 4633 | 0.07000000000000739
327 | 713 | 0.10816653826390998
328 | 4927 | 0.14764823060233975
329 | 1609 | 0.06082762530298411
330 | 6023 | 0.036055512754638634
331 | 1513 | 0.17999999999999972
332 | 2086 | 0.08944271909999921
333 | 1549 | 0.05999999999998806
334 | 4875 | 0.13453624047074572
335 | 4573 | 0.0640312423743213
336 | 3206 | 0.060000000000002274
337 | 868 | 0.03162277660168424
338 | 5239 | 0.04242640687119446
339 | 5282 | 0.07071067811865074
340 | 4527 | 0.04242640687119446
341 | 4175 | 0.08246211251235748
342 | 4638 | 0.16124515496597416
343 | 3191 | 0.06082762530298411
344 | 5069 | 0.03162277660168649
345 | 5375 | 0.0412310562561684
346 | 1781 | 0.03162277660168424
347 | 81 | 0.053851648071356756
348 | 2853 | 0.09219544457293134
349 | 1182 | 0.2418677324489498
350 | 4279 | 0.041231056256183916
351 | 1764 | 0.16031219541881797
352 | 2538 | 0.030000000000001137
353 | 2221 | 0.6307138812488546
354 | 1409 | 0.2844292530665584
355 | 1957 | 0.19697715603592114
356 | 5253 | 0.04472135955000279
357 | 1123 | 0.18973665961010772
358 | 2215 | 0.2469817807045775
359 | 1338 | 0.47296934361542625
360 | 2200 | 0.19924858845171126
361 | 3383 | 0.3257299494980357
362 | 3060 | 0.6021627686929847
363 | 4536 | 0.16124515496597416
364 | 3204 | 0.12529964086141726
365 | 2692 | 0.24166091947190393
366 | 159 | 0.02236067977500298
367 | 4143 | 0.34713109915419904
368 | 1702 | 0.2952964612046665
369 | 5034 | 0.16763054614240225
370 | 5740 | 0.04472135955000279
371 | 5719 | 0.16492422502470463
372 | 3464 | 0.2765863337187971
373 | 441 | 0.1431782106327643
374 | 2644 | 0.14764823060233015
375 | 2301 | 0.13453624047074045
376 | 1930 | 0.13601470508735297
377 | 3498 | 0.1499999999999943
378 | 5821 | 0.06403124237434127
379 | 3999 | 0.11999999999999744
380 | 232 | 0.08062257748298884
381 | 1647 | 0.13038404810405266
382 | 245 | 0.21023796041628273
383 | 3952 | 0.1972308292331624
384 | 5906 | 0.08246211251235058
385 | 5079 | 0.22472205054245104
386 | 4998 | 0.09999999999999147
387 | 2872 | 0.07000000000000028
388 | 2702 | 0.11401754250991354
389 | 1319 | 0.30265491900844227
390 | 5543 | 0.22022715545545407
391 | 4784 | 0.090553851381364
392 | 996 | 0.0800000000000054
393 | 3293 | 0.12165525060596355
394 | 1671 | 0.14317821063276084
395 | 5720 | 0.05385164807134093
396 | 4032 | 0.06708203932499623
397 | 5971 | 0.09433981132056309
398 | 3016 | 0.1166190378969084
399 | 3966 | 0.06403124237432574
400 | 3046 | 0.14035668847618293
401 | 5076 | 0.09055385138137734
402 | 3107 | 0.03162277660168424
403 | 2023 | 0.10000000000000142
404 | 5905 | 0.07071067811865375
405 | 5634 | 0.07211102550927727
406 | 5649 | 0.1920937271229872
407 | 113 | 0.3668787265568772
408 | 180 | 0.10198039027185632
409 | 3863 | 0.10198039027185074
410 | 1750 | 0.2683281572999722
411 | 4105 | 0.7942921376924245
412 | 1669 | 0.4805205510693577
413 | 4528 | 0.1627882059609948
414 | 5723 | 0.18439088914585886
415 | 317 | 0.1612451549659812
416 | 5641 | 0.48083261120686005
417 | 3038 | 0.29410882339705163
418 | 759 | 0.3324154027718974
419 | 5901 | 0.12000000000000455
420 | 5947 | 0.08246211251235058
421 | 526 | 0.04000000000000625
422 | 3960 | 0.25179356624028354
423 | 5320 | 0.014142135623738184
424 | 2950 | 0.18000000000000682
425 | 5951 | 0.10198039027184935
426 | 1745 | 0.014142135623738184
427 | 3536 | 0.20396078054371541
428 | 5926 | 0.11661903789690231
429 | 3793 | 0.08602325267042485
430 | 3151 | 0.09055385138136948
431 | 4560 | 0.1166190378969145
432 | 2557 | 0.22360679774998596
433 | 1096 | 0.06708203932498988
434 | 4451 | 0.028284271247461298
435 | 26 | 0.10770329614269372
436 | 4116 | 0.03162277660168649
437 | 560 | 0.07810249675907102
438 | 5267 | 0.08485281374238389
439 | 4008 | 0.09899494936612209
440 | 578 | 0.1503329637837351
441 | 926 | 0.05385164807134093
442 | 5933 | 0.15811388300841717
443 | 505 | 0.1063014581273454
444 | 3790 | 0.11401754250991541
445 | 1504 | 0.06403124237432574
446 | 4704 | 0.08485281374238389
447 | 3530 | 0.022360679774996627
448 | 1064 | 0.06324555320336174
449 | 5960 | 0.07071067811865576
450 | 1118 | 0.1303840481040483
451 | 5157 | 0.09219544457293596
452 | 3247 | 0.08944271909999287
453 | 2605 | 0.06708203932499623
454 | 3626 | 0.058309518948451156
455 | 465 | 0.1
456 | 220 | 0.06403124237433018
457 | 4710 | 0.0921954445729244
458 | 2130 | 0.036055512754638634
459 | 645 | 0.04123105625618219
460 | 5369 | 0.09219544457292748
461 | 2207 | 0.08544003745317162
462 | 152 | 0.09999999999999432
463 | 800 | 0.22825424421026877
464 | 380 | 0.07071067811865576
465 | 2949 | 0.17720045146669836
466 | 5215 | 0.058309518948451156
467 | 3398 | 0.12041594578792732
468 | 2480 | 0.09055385138137811
469 | 910 | 0.12083045973594403
470 | 5262 | 0.08246211251235404
471 | 1629 | 0.08485281374238891
472 | 4741 | 0.0640312423743213
473 | 2488 | 0.04123105625617702
474 | 4449 | 0.06999999999999318
475 | 154 | 0.07810249675907102
476 | 3006 | 0.030000000000001137
477 | 3379 | 0.036055512754638634
478 | 3461 | 0.05830951894846334
479 | 4698 | 0.060000000000002274
480 | 4770 | 0.09433981132056309
481 | 2110 | 0.06999999999999318
482 | 2703 | 0.1835755975068631
483 | 4610 | 0.08544003745317412
484 | 4678 | 0.08944271909998967
485 | 5110 | 0.09433981132056309
486 | 4942 | 0.15652475842498909
487 | 1747 | 0.06403124237432574
488 | 4579 | 0.04999999999999431
489 | 2751 | 0.05656854249493265
490 | 3005 | 0.06403124237432574
491 | 117 | 0.1341640786499861
492 | 5858 | 0.028284271247466325
493 | 5753 | 0.11180339887498948
494 | 5483 | 0.0761577310586398
495 | 6004 | 0.07810249675906647
496 | 5565 | 0.04242640687119446
497 | 2167 | 0.1664331697709347
498 | 3717 | 0.10049875621121082
499 | 3840 | 0.06324555320337298
500 | 3404 | 0.07071067811865576
501 | 4359 | 0.23853720883753116
502 | 2991 | 0.26476404589747204
503 | 3287 | 0.07071067811865576
504 | 4664 | 0.06082762530298294
505 | 768 | 0.06708203932499623
506 | 4383 | 0.15264337522473875
507 | 2600 | 0.06403124237432574
508 | 2618 | 0.18999999999999773
509 | 2881 | 0.2690724809414762
510 | 1911 | 0.26172504656604617
511 | 2196 | 0.08246211251235232
512 | 1666 | 0.020000000000003126
513 | 4853 | 0.3551056180912905
514 | 1916 | 0.12083045973594403
515 | 1550 | 0.21400934559032986
516 | 3304 | 0.02236067977499027
517 | 5657 | 0.022360679774996627
518 | 3674 | 0.08246211251235058
519 | 2774 | 0.036055512754642575
520 | 2828 | 0.08062257748297916
521 | 1385 | 0.19104973174543016
522 | 193 | 0.16552945357247031
523 | 5169 | 0.12369316876852761
524 | 4392 | 0.02236067977500298
525 | 1527 | 0.13152946437965504
526 | 658 | 0.050990195135926064
527 | 4794 | 0.3546829570193589
528 | 4926 | 0.06082762530298528
529 | 414 | 0.14422205101855648
530 | 296 | 0.21095023109729033
531 | 6016 | 0.1414213562373105
532 | 1823 | 0.07810249675907102
533 | 5315 | 0.036055512754638634
534 | 672 | 0.08944271909998967
535 | 6021 | 0.06324555320336624
536 | 1906 | 0.050990195135924676
537 | 4004 | 0.1562049935181375
538 | 2361 | 0.03999999999999915
539 | 2323 | 0.09899494936611203
540 | 4320 | 0.12529964086141726
541 | 3233 | 0.08246211251235058
542 | 1619 | 0.08544003745317412
543 | 1673 | 0.21000000000000796
544 | 1896 | 0.10440306508910718
545 | 3883 | 0.02236067977499345
546 | 3854 | 0.158113883008423
547 | 5691 | 0.27202941017470644
548 | 4210 | 0.08062257748297916
549 | 3859 | 0.06324555320336848
550 | 1201 | 0.10000000000000142
551 | 1061 | 0.10816653826391787
552 | 3092 | 0.07810249675907557
553 | 4224 | 0.050000000000005686
554 | 1004 | 0.07071067811865576
555 | 1009 | 0.12165525060596355
556 | 3959 | 0.0921954445729244
557 | 1780 | 0.14317821063275737
558 | 4947 | 0.16031219541882508
559 | 1093 | 0.0447213595499869
560 | 107 | 0.11999999999999744
561 | 2182 | 0.1627882059610009
562 | 3600 | 0.1627882059609948
563 | 132 | 0.1
564 | 4074 | 0.1878829422805632
565 | 3302 | 0.1166190378969084
566 | 1720 | 0.11180339887498314
567 | 5047 | 0.1414213562373095
568 | 4412 | 0.10440306508910718
569 | 4970 | 0.11401754250991229
570 | 2032 | 0.07071067811865074
571 | 5472 | 0.044721359549993255
572 | 3309 | 0.131529464379668
573 | 498 | 0.09219544457293442
574 | 3330 | 0.12806248474865703
575 | 5775 | 0.13038404810405266
576 | 1103 | 0.08485281374237887
577 | 447 | 0.1081665382639159
578 | 4694 | 0.06708203932498352
579 | 5612 | 0.1513274595042136
580 | 4904 | 0.1204159457879279
581 | 1236 | 0.1769180601295467
582 | 2545 | 0.11999999999999744
583 | 7 | 0.022360679774996627
584 | 4763 | 0.23537204591879274
585 | 5409 | 0.07280109889280827
586 | 2787 | 0.04999999999999716
587 | 5503 | 0.07000000000000028
588 | 5707 | 0.3061045573002739
589 | 4262 | 0.19924858845171126
590 | 5222 | 0.13928388277184256
591 | 5886 | 0.07071067811865375
592 | 2091 | 0.11313708498985021
593 | 2 | 0.14764823060232676
594 | 4914 | 0.050990195135924676
595 | 2155 | 0.24758836806280507
596 | 5202 | 0.022360679774996627
597 | 925 | 1.0519030373565843
598 | 1424 | 0.14035668847618293
599 | 4648 | 0.014142135623733162
600 | 570 | 0.2690724809414762
601 | 4235 | 0.14212670403551167
602 | 4000 | 0.9847842403288136
603 | 783 | 0.13000000000000583
604 | 1358 | 0.685419579527746
605 | 2396 | 0.41109609582189205
606 | 907 | 0.19646882704388208
607 | 3509 | 0.12083045973594403
608 | 5433 | 0.6200806399170986
609 | 4324 | 0.16124515496597064
610 | 1447 | 0.14422205101856242
611 | 4689 | 0.7150524456289937
612 | 1185 | 1.1601724009818648
613 | 2411 | 1.164001718211786
614 | 4649 | 0.7286288492778756
615 | 1999 | 1.110180165558726
616 | 1496 | 0.9310746479203474
617 | 4931 | 0.45617978911828955
618 | 48 | 1.0584894897919426
619 | 3025 | 0.8811923740024058
620 | 5105 | 1.0060318086422515
621 | 4589 | 0.1702938636592656
622 | 5081 | 0.3492849839314642
623 | 1148 | 0.10440306508910038
624 | 617 | 0.26870057685088483
625 | 5765 | 0.3640054944640326
626 | 1923 | 0.031622776601675257
627 | 75 | 0.5531726674375688
628 | 6112 | 0.33241540277189763
629 | 2208 | 0.13038404810405646
630 | 3443 | 0.1500000000000014
631 | 5808 | 0.09219544457293134
632 | 5486 | 0.09899494936612209
633 | 1644 | 0.12649110640672573
634 | 300 | 0.07071067811865576
635 | 5653 | 0.0921954445729244
636 | 4975 | 0.09055385138137734
637 | 326 | 0.14560219778561262
638 | 5659 | 0.1063014581273454
639 | 5560 | 0.14317821063276284
640 | 3500 | 0.15652475842498592
641 | 5871 | 0.09219544457292055
642 | 2559 | 0.14764823060234264
643 | 4138 | 0.11045361017187186
644 | 5626 | 0.07071067811865375
645 | 4272 | 0.04242640687119446
646 | 3668 | 0.06082762530297827
647 | 971 | 0.07810249675906647
648 | 1698 | 0.05
649 | 5509 | 0.09486832980504824
650 | 822 | 0.09000000000000341
651 | 361 | 0.03162277660168424
652 | 383 | 0.022360679774996627
653 | 2575 | 0.04999999999999716
654 | 4778 | 0.014142135623738184
655 | 651 | 0.06403124237433018
656 | 6000 | 0.07211102550927727
657 | 4653 | 0.1513274595042136
658 | 6111 | 0.07071067811865375
659 | 826 | 0.058309518948459683
660 | 5444 | 0.028284271247461298
661 | 4935 | 0.07810249675906647
662 | 3054 | 0.058309518948451156
663 | 4329 | 0.08246211251235404
664 | 6086 | 0.10999999999999943
665 | 1276 | 0.014142135623723113
666 | 2535 | 0.06708203932499623
667 | 4052 | 0.07211102550928121
668 | 1758 | 0.07810249675906647
669 | 1441 | 0.08944271909999287
670 | 1724 | 0.031622776601681994
671 | 1897 | 0.1
672 | 2995 | 0.04999999999999431
673 | 3857 | 0.07071067811865074
674 | 1574 | 0.09999999999999573
675 | 2829 | 0.09433981132057062
676 | 3428 | 0.0860232526704232
677 | 3814 | 0.14212670403552066
678 | 3934 | 0.06403124237432574
679 | 1592 | 0.10295630140986263
680 | 3331 | 0.07071067811866179
681 | 2889 | 0.07211102550928121
682 | 5123 | 0.0860232526704232
683 | 6038 | 0.0899999999999963
684 | 3570 | 0.060000000000002274
685 | 1857 | 0.06082762530298294
686 | 2141 | 0.15264337522473875
687 | 2594 | 0.30413812651490774
688 | 705 | 0.04472135955000279
689 | 1187 | 0.08062257748298268
690 | 3833 | 0.09486832980505497
691 | 3223 | 0.26172504656604617
692 | 4966 | 0.29614185789922354
693 | 4470 | 0.2102379604162868
694 | 5780 | 0.41231056256177195
695 | 1212 | 0.07071067811865074
696 | 694 | 0.08602325267043476
697 | 4915 | 0.07810249675906102
698 | 4711 | 0.07071067811865074
699 | 4857 | 0.07810249675906647
700 | 162 | 0.08602325267042485
701 | 2959 | 0.0800000000000125
702 | 91 | 0.05830951894844384
703 | 4479 | 0.09848857801796021
704 | 3621 | 0.053851648071343565
705 | 945 | 0.1910497317454253
706 | 4747 | 0.04242640687119446
707 | 3604 | 0.08062257748297916
708 | 1149 | 0.08246211251235404
709 | 5713 | 0.05000000000000426
710 | 2811 | 0.09999999999999573
711 | 184 | 0.060000000000002274
712 | 3386 | 0.08246211251235058
713 | 4304 | 0.1802775637731971
714 | 4455 | 0.23000000000000398
715 | 2524 | 0.050000000000005686
716 | 5936 | 0.09486832980505497
717 | 3760 | 0.050990195135924676
718 | 6113 | 0.14212670403552066
719 | 267 | 0.10049875621120376
720 | 730 | 0.0538516480713528
721 | 5697 | 0.15264337522474483
722 | 942 | 0.1
723 | 68 | 0.3940812099047632
724 | 2474 | 0.08062257748298268
725 | 5579 | 0.24999999999999006
726 | 1219 | 0.1769180601295515
727 | 4395 | 0.02236067977499027
728 | 583 | 0.30870698080866477
729 | 2793 | 0.028284271247471345
730 | 5261 | 0.27202941017469967
731 | 503 | 0.04123105625617702
732 | 1235 | 0.1303840481040483
733 | 1488 | 0.17117242768623814
734 | 2687 | 0.15811388300840998
735 | 4360 | 0.13000000000000256
736 | 4883 | 0.050000000000005686
737 | 2281 | 0.41617304093369606
738 | 3592 | 0.08544003745317412
739 | 5397 | 0.1600000000000037
740 | 4634 | 0.2906888370749725
741 | 2923 | 0.30463092423455634
742 | 1537 | 0.12999999999999273
743 | 1774 | 0.08246211251235232
744 | 1670 | 0.08246211251235232
745 | 203 | 0.07211102550928515
746 | 2998 | 0.04242640687119446
747 | 96 | 0.12083045973594696
748 | 2362 | 0.08246211251235058
749 | 4453 | 0.07211102550928121
750 | 158 | 0.036055512754638634
751 | 5912 | 0.06082762530297827
752 | 1532 | 0.09219544457293057
753 | 4024 | 0.21400934559032986
754 | 1726 | 0.06324555320336848
755 | 2224 | 0.11999999999999034
756 | 3839 | 0.41109609582189305
757 | 1685 | 0.24041630560341645
758 | 5192 | 0.12041594578792437
759 | 1115 | 0.014142135623733162
760 | 5031 | 0.6328506932918724
761 | 5 | 0.07071067811866179
762 | 1760 | 0.6095900261651312
763 | 5490 | 0.36496575181789304
764 | 1701 | 0.282842712474621
765 | 1098 | 0.08062257748297916
766 | 271 | 0.33615472627943255
767 | 2732 | 0.01999999999999602
768 | 2379 | 0.10000000000000853
769 | 2432 | 0.2607680962080971
770 | 5810 | 0.519999999999996
771 | 5932 | 0.33120990323358773
772 | 5834 | 0.11180339887498948
773 | 3087 | 0.036055512754638634
774 | 2001 | 0.0806225774829915
775 | 1656 | 0.12000000000000455
776 | 4180 | 0.09433981132056309
777 | 3880 | 0.19999999999999574
778 | 4173 | 0.5442425929675084
779 | 3967 | 0.6300793600809299
780 | 233 | 0.4554119014694298
781 | 4557 | 0.8386894538504608
782 | 2415 | 0.6126989472816272
783 | 2214 | 1.347367804276177
784 | 2684 | 1.6519382555047257
785 | 1178 | 1.4601369798755237
786 | 6013 | 0.9372299611087941
787 | 4466 | 1.3547324459095214
788 | 3702 | 1.5901257811883973
